event_id,user_id,title,start_time,end_time,status,description,location,event_type,with_whom
1421,1,Client Meeting - Demo completed features,2024-12-02 11:00:00,2024-12-02 11:42:00,to be rescheduled,Demo completed features,Zoom,Client Meeting,Connor West
1409,1,Email & Communication - Schedule meetings,2024-12-02 12:00:00,2024-12-02 12:16:00,completed,Schedule meetings,Home,Email & Communication,
1423,1,Break - Mindfulness time,2024-12-02 12:00:00,2024-12-02 12:22:00,completed,Mindfulness time,Google Meet,Break,
1424,1,Admin - Submit weekly report,2024-12-02 13:00:00,2024-12-02 13:39:00,completed,Submit weekly report,Cafe,Admin,
1419,1,Email & Communication - Follow up on proposals,2024-12-02 14:00:00,2024-12-02 14:23:00,completed,Follow up on proposals,Cafe,Email & Communication,
1425,1,Project Work - Write project documentation,2024-12-03 08:00:00,2024-12-03 09:43:00,to be rescheduled,Write project documentation,Cafe,Project Work,
1427,1,Break - Lunch break,2024-12-03 10:00:00,2024-12-03 10:18:00,upcoming,Lunch break,Cafe,Break,
1428,1,Admin - Submit weekly report,2024-12-03 11:00:00,2024-12-03 11:25:00,completed,Submit weekly report,Zoom,Admin,
1413,1,Admin - Respond to internal emails,2024-12-03 12:00:00,2024-12-03 12:26:00,completed,Respond to internal emails,Google Meet,Admin,
1429,1,Project Work - Fix reported bugs,2024-12-04 10:00:00,2024-12-04 11:05:00,canceled,Fix reported bugs,Zoom,Project Work,
1422,1,Client Meeting - Demo completed features,2024-12-04 11:00:00,2024-12-04 11:42:00,completed,Demo completed features,Zoom,Client Meeting,Connor West
1431,1,Client Meeting - Align on next steps,2024-12-04 12:00:00,2024-12-04 12:44:00,completed,Align on next steps,Office,Client Meeting,Donald Wright
1432,1,Break - Coffee break,2024-12-04 13:00:00,2024-12-04 13:27:00,completed,Coffee break,Google Meet,Break,
1433,1,Admin - Update invoices,2024-12-04 14:00:00,2024-12-04 14:21:00,completed,Update invoices,Cafe,Admin,
1434,1,Client Meeting - Review progress with client,2024-12-05 08:00:00,2024-12-05 08:39:00,completed,Review progress with client,Home,Client Meeting,Jessica Callahan
1435,1,Break - Mindfulness time,2024-12-05 09:00:00,2024-12-05 09:27:00,completed,Mindfulness time,Home,Break,
1436,1,Admin - Respond to internal emails,2024-12-05 10:00:00,2024-12-05 10:37:00,completed,Respond to internal emails,Zoom,Admin,
1430,1,Project Work - Fix reported bugs,2024-12-05 10:00:00,2024-12-05 11:05:00,completed,Fix reported bugs,Zoom,Project Work,
1437,1,Email & Communication - Sort inbox,2024-12-05 11:00:00,2024-12-05 11:27:00,completed,Sort inbox,Zoom,Email & Communication,
1426,1,Project Work - Write project documentation,2024-12-06 08:00:00,2024-12-06 09:43:00,completed,Write project documentation,Cafe,Project Work,
1438,1,Client Meeting - Align on next steps,2024-12-06 08:00:00,2024-12-06 08:53:00,completed,Align on next steps,Google Meet,Client Meeting,Amber Kidd
1439,1,Break - Lunch break,2024-12-06 09:00:00,2024-12-06 09:26:00,completed,Lunch break,Zoom,Break,
1440,1,Admin - Update invoices,2024-12-06 10:00:00,2024-12-06 10:33:00,completed,Update invoices,Google Meet,Admin,
1441,1,Email & Communication - Schedule meetings,2024-12-06 11:00:00,2024-12-06 11:18:00,completed,Schedule meetings,Cafe,Email & Communication,
1442,1,Project Work - Write project documentation,2024-12-07 10:00:00,2024-12-07 11:03:00,completed,Write project documentation,Home,Project Work,
1443,1,Client Meeting - Discuss contract terms,2024-12-07 12:00:00,2024-12-07 12:47:00,completed,Discuss contract terms,Google Meet,Client Meeting,Tracy House
1444,1,Break - Take a short walk,2024-12-07 13:00:00,2024-12-07 13:24:00,completed,Take a short walk,Cafe,Break,
1445,1,Admin - Log expenses,2024-12-07 14:00:00,2024-12-07 14:30:00,completed,Log expenses,Cafe,Admin,
1446,1,Email & Communication - Sort inbox,2024-12-07 15:00:00,2024-12-07 15:24:00,completed,Sort inbox,Home,Email & Communication,
1447,1,Project Work - Fix reported bugs,2024-12-08 10:00:00,2024-12-08 11:22:00,canceled,Fix reported bugs,Cafe,Project Work,
1449,1,Client Meeting - Review progress with client,2024-12-08 12:00:00,2024-12-08 12:34:00,completed,Review progress with client,Cafe,Client Meeting,Carol Tucker
1450,1,Break - Lunch break,2024-12-08 13:00:00,2024-12-08 13:22:00,completed,Lunch break,Home,Break,
1451,1,Project Work - Test new codebase,2024-12-09 09:00:00,2024-12-09 10:08:00,completed,Test new codebase,Google Meet,Project Work,
1452,1,Client Meeting - Demo completed features,2024-12-09 11:00:00,2024-12-09 11:32:00,canceled,Demo completed features,Zoom,Client Meeting,James Brown
1454,1,Admin - Update invoices,2024-12-09 12:00:00,2024-12-09 12:32:00,to be rescheduled,Update invoices,Zoom,Admin,
1456,1,Project Work - Test new codebase,2024-12-10 10:00:00,2024-12-10 11:13:00,canceled,Test new codebase,Office,Project Work,
1458,1,Admin - Log expenses,2024-12-10 12:00:00,2024-12-10 12:35:00,canceled,Log expenses,Home,Admin,
1460,1,Email & Communication - Follow up on proposals,2024-12-10 13:00:00,2024-12-10 13:24:00,completed,Follow up on proposals,Office,Email & Communication,
1461,1,Project Work - Write project documentation,2024-12-11 09:00:00,2024-12-11 10:56:00,completed,Write project documentation,Home,Project Work,
1457,1,Project Work - Test new codebase,2024-12-11 10:00:00,2024-12-11 11:13:00,completed,Test new codebase,Office,Project Work,
1448,1,Project Work - Fix reported bugs,2024-12-11 10:00:00,2024-12-11 11:22:00,completed,Fix reported bugs,Cafe,Project Work,
1462,1,Break - Mindfulness time,2024-12-11 11:00:00,2024-12-11 11:21:00,completed,Mindfulness time,Zoom,Break,
1463,1,Admin - Update invoices,2024-12-11 12:00:00,2024-12-11 12:27:00,to be rescheduled,Update invoices,Office,Admin,
1465,1,Project Work - Fix reported bugs,2024-12-12 09:00:00,2024-12-12 10:12:00,completed,Fix reported bugs,Cafe,Project Work,
1453,1,Client Meeting - Demo completed features,2024-12-12 11:00:00,2024-12-12 11:32:00,completed,Demo completed features,Zoom,Client Meeting,James Brown
1466,1,Break - Mindfulness time,2024-12-12 11:00:00,2024-12-12 11:25:00,completed,Mindfulness time,Home,Break,
1455,1,Admin - Update invoices,2024-12-12 12:00:00,2024-12-12 12:32:00,completed,Update invoices,Zoom,Admin,
1467,1,Admin - Submit weekly report,2024-12-12 12:00:00,2024-12-12 12:31:00,completed,Submit weekly report,Google Meet,Admin,
1468,1,Break - Coffee break,2024-12-13 10:00:00,2024-12-13 10:17:00,completed,Coffee break,Zoom,Break,
1469,1,Admin - Log expenses,2024-12-13 11:00:00,2024-12-13 11:40:00,completed,Log expenses,Zoom,Admin,
1459,1,Admin - Log expenses,2024-12-13 12:00:00,2024-12-13 12:35:00,completed,Log expenses,Home,Admin,
1470,1,Email & Communication - Schedule meetings,2024-12-13 12:00:00,2024-12-13 12:29:00,completed,Schedule meetings,Home,Email & Communication,
1471,1,Project Work - Write project documentation,2024-12-14 08:00:00,2024-12-14 09:35:00,completed,Write project documentation,Cafe,Project Work,
1472,1,Break - Mindfulness time,2024-12-14 10:00:00,2024-12-14 10:24:00,upcoming,Mindfulness time,Google Meet,Break,
1473,1,Admin - Log expenses,2024-12-14 11:00:00,2024-12-14 11:23:00,completed,Log expenses,Google Meet,Admin,
1464,1,Admin - Update invoices,2024-12-14 12:00:00,2024-12-14 12:27:00,completed,Update invoices,Office,Admin,
1474,1,Project Work - Write project documentation,2024-12-15 09:00:00,2024-12-15 10:17:00,to be rescheduled,Write project documentation,Office,Project Work,
1476,1,Client Meeting - Discuss contract terms,2024-12-15 11:00:00,2024-12-15 11:52:00,completed,Discuss contract terms,Zoom,Client Meeting,William Baker
1477,1,Break - Mindfulness time,2024-12-15 12:00:00,2024-12-15 12:27:00,completed,Mindfulness time,Zoom,Break,
1478,1,Admin - Submit weekly report,2024-12-15 13:00:00,2024-12-15 13:25:00,completed,Submit weekly report,Office,Admin,
1479,1,Project Work - Implement module features,2024-12-16 08:00:00,2024-12-16 09:58:00,completed,Implement module features,Cafe,Project Work,
1480,1,Client Meeting - Demo completed features,2024-12-16 10:00:00,2024-12-16 10:31:00,canceled,Demo completed features,Cafe,Client Meeting,Jordan Henderson
1482,1,Break - Lunch break,2024-12-16 11:00:00,2024-12-16 11:25:00,upcoming,Lunch break,Cafe,Break,
1483,1,Admin - Respond to internal emails,2024-12-16 12:00:00,2024-12-16 12:32:00,canceled,Respond to internal emails,Google Meet,Admin,
1475,1,Project Work - Write project documentation,2024-12-17 09:00:00,2024-12-17 10:17:00,completed,Write project documentation,Office,Project Work,
1485,1,Project Work - Implement module features,2024-12-17 09:00:00,2024-12-17 10:34:00,completed,Implement module features,Zoom,Project Work,
1486,1,Client Meeting - Align on next steps,2024-12-17 11:00:00,2024-12-17 11:41:00,completed,Align on next steps,Google Meet,Client Meeting,Whitney Peters
1487,1,Admin - Submit weekly report,2024-12-17 12:00:00,2024-12-17 12:39:00,canceled,Submit weekly report,Office,Admin,
1484,1,Admin - Respond to internal emails,2024-12-17 12:00:00,2024-12-17 12:32:00,completed,Respond to internal emails,Google Meet,Admin,
1489,1,Email & Communication - Follow up on proposals,2024-12-17 13:00:00,2024-12-17 13:29:00,completed,Follow up on proposals,Cafe,Email & Communication,
1490,1,Project Work - Fix reported bugs,2024-12-18 09:00:00,2024-12-18 10:43:00,completed,Fix reported bugs,Zoom,Project Work,
1491,1,Break - Coffee break,2024-12-18 11:00:00,2024-12-18 11:22:00,completed,Coffee break,Office,Break,
1492,1,Admin - Submit weekly report,2024-12-18 12:00:00,2024-12-18 12:40:00,completed,Submit weekly report,Office,Admin,
1493,1,Email & Communication - Follow up on proposals,2024-12-18 13:00:00,2024-12-18 13:17:00,completed,Follow up on proposals,Home,Email & Communication,
1494,1,Project Work - Implement module features,2024-12-19 09:00:00,2024-12-19 10:06:00,completed,Implement module features,Home,Project Work,
1481,1,Client Meeting - Demo completed features,2024-12-19 10:00:00,2024-12-19 10:31:00,completed,Demo completed features,Cafe,Client Meeting,Jordan Henderson
1495,1,Client Meeting - Discuss contract terms,2024-12-19 11:00:00,2024-12-19 11:47:00,completed,Discuss contract terms,Zoom,Client Meeting,Brittney Phillips
1496,1,Break - Take a short walk,2024-12-19 12:00:00,2024-12-19 12:17:00,completed,Take a short walk,Home,Break,
1497,1,Admin - Update invoices,2024-12-19 13:00:00,2024-12-19 13:33:00,completed,Update invoices,Cafe,Admin,
1498,1,Project Work - Implement module features,2024-12-20 08:00:00,2024-12-20 09:10:00,to be rescheduled,Implement module features,Google Meet,Project Work,
1500,1,Client Meeting - Align on next steps,2024-12-20 10:00:00,2024-12-20 10:34:00,completed,Align on next steps,Office,Client Meeting,Lauren Daniels
1501,1,Break - Take a short walk,2024-12-20 11:00:00,2024-12-20 11:30:00,completed,Take a short walk,Office,Break,
1488,1,Admin - Submit weekly report,2024-12-20 12:00:00,2024-12-20 12:39:00,completed,Submit weekly report,Office,Admin,
1502,1,Project Work - Implement module features,2024-12-21 09:00:00,2024-12-21 10:12:00,completed,Implement module features,Office,Project Work,
1503,1,Client Meeting - Align on next steps,2024-12-21 11:00:00,2024-12-21 11:42:00,completed,Align on next steps,Office,Client Meeting,Amy Silva
1504,1,Break - Lunch break,2024-12-21 12:00:00,2024-12-21 12:28:00,completed,Lunch break,Office,Break,
1505,1,Admin - Log expenses,2024-12-21 13:00:00,2024-12-21 13:26:00,completed,Log expenses,Home,Admin,
1499,1,Project Work - Implement module features,2024-12-22 08:00:00,2024-12-22 09:10:00,completed,Implement module features,Google Meet,Project Work,
1506,1,Project Work - Implement module features,2024-12-22 09:00:00,2024-12-22 10:40:00,completed,Implement module features,Office,Project Work,
1507,1,Client Meeting - Demo completed features,2024-12-22 11:00:00,2024-12-22 11:56:00,to be rescheduled,Demo completed features,Zoom,Client Meeting,Sarah Moore
1509,1,Break - Coffee break,2024-12-22 12:00:00,2024-12-22 12:20:00,completed,Coffee break,Home,Break,
1510,1,Email & Communication - Reply to client emails,2024-12-22 13:00:00,2024-12-22 13:24:00,to be rescheduled,Reply to client emails,Home,Email & Communication,
1512,1,Project Work - Fix reported bugs,2024-12-23 10:00:00,2024-12-23 11:16:00,to be rescheduled,Fix reported bugs,Home,Project Work,
1508,1,Client Meeting - Demo completed features,2024-12-23 11:00:00,2024-12-23 11:56:00,completed,Demo completed features,Zoom,Client Meeting,Sarah Moore
1514,1,Break - Mindfulness time,2024-12-23 12:00:00,2024-12-23 12:27:00,completed,Mindfulness time,Cafe,Break,
1511,1,Email & Communication - Reply to client emails,2024-12-23 13:00:00,2024-12-23 13:24:00,completed,Reply to client emails,Home,Email & Communication,
1515,1,Admin - Update invoices,2024-12-23 13:00:00,2024-12-23 13:31:00,to be rescheduled,Update invoices,Zoom,Admin,
1517,1,Project Work - Fix reported bugs,2024-12-24 08:00:00,2024-12-24 09:02:00,completed,Fix reported bugs,Office,Project Work,
1518,1,Break - Lunch break,2024-12-24 10:00:00,2024-12-24 10:15:00,upcoming,Lunch break,Cafe,Break,
1513,1,Project Work - Fix reported bugs,2024-12-25 10:00:00,2024-12-25 11:16:00,completed,Fix reported bugs,Home,Project Work,
1519,1,Project Work - Fix reported bugs,2024-12-25 10:00:00,2024-12-25 11:28:00,completed,Fix reported bugs,Cafe,Project Work,
1520,1,Break - Take a short walk,2024-12-25 12:00:00,2024-12-25 12:15:00,completed,Take a short walk,Home,Break,
1521,1,Email & Communication - Follow up on proposals,2024-12-25 13:00:00,2024-12-25 13:19:00,completed,Follow up on proposals,Home,Email & Communication,
1522,1,Project Work - Fix reported bugs,2024-12-26 08:00:00,2024-12-26 09:22:00,completed,Fix reported bugs,Home,Project Work,
1523,1,Client Meeting - Discuss contract terms,2024-12-26 10:00:00,2024-12-26 10:39:00,completed,Discuss contract terms,Zoom,Client Meeting,Angela Lopez
1524,1,Admin - Log expenses,2024-12-26 11:00:00,2024-12-26 11:25:00,canceled,Log expenses,Cafe,Admin,
1526,1,Email & Communication - Sort inbox,2024-12-26 12:00:00,2024-12-26 12:28:00,canceled,Sort inbox,Home,Email & Communication,
1516,1,Admin - Update invoices,2024-12-26 13:00:00,2024-12-26 13:31:00,completed,Update invoices,Zoom,Admin,
1528,1,Project Work - Implement module features,2024-12-27 10:00:00,2024-12-27 11:25:00,completed,Implement module features,Home,Project Work,
1527,1,Email & Communication - Sort inbox,2024-12-27 12:00:00,2024-12-27 12:28:00,completed,Sort inbox,Home,Email & Communication,
1529,1,Client Meeting - Review progress with client,2024-12-27 12:00:00,2024-12-27 12:42:00,completed,Review progress with client,Google Meet,Client Meeting,Megan Young
1530,1,Break - Lunch break,2024-12-27 13:00:00,2024-12-27 13:17:00,completed,Lunch break,Office,Break,
1531,1,Admin - Submit weekly report,2024-12-27 14:00:00,2024-12-27 14:34:00,completed,Submit weekly report,Cafe,Admin,
1532,1,Project Work - Write project documentation,2024-12-28 09:00:00,2024-12-28 10:39:00,completed,Write project documentation,Office,Project Work,
1533,1,Client Meeting - Demo completed features,2024-12-28 11:00:00,2024-12-28 11:44:00,completed,Demo completed features,Cafe,Client Meeting,Steve Sanchez
1534,1,Break - Lunch break,2024-12-28 12:00:00,2024-12-28 12:19:00,completed,Lunch break,Office,Break,
1535,1,Admin - Submit weekly report,2024-12-28 13:00:00,2024-12-28 13:31:00,to be rescheduled,Submit weekly report,Home,Admin,
1537,1,Project Work - Implement module features,2024-12-29 09:00:00,2024-12-29 10:40:00,completed,Implement module features,Cafe,Project Work,
1525,1,Admin - Log expenses,2024-12-29 11:00:00,2024-12-29 11:25:00,completed,Log expenses,Cafe,Admin,
1538,1,Client Meeting - Demo completed features,2024-12-29 11:00:00,2024-12-29 11:39:00,completed,Demo completed features,Home,Client Meeting,Lisa Barnes
1539,1,Break - Mindfulness time,2024-12-29 12:00:00,2024-12-29 12:26:00,completed,Mindfulness time,Google Meet,Break,
1536,1,Admin - Submit weekly report,2024-12-29 13:00:00,2024-12-29 13:31:00,completed,Submit weekly report,Home,Admin,
1540,1,Admin - Submit weekly report,2024-12-29 13:00:00,2024-12-29 13:32:00,canceled,Submit weekly report,Home,Admin,
1542,1,Project Work - Implement module features,2024-12-30 09:00:00,2024-12-30 10:05:00,completed,Implement module features,Office,Project Work,
1543,1,Client Meeting - Review progress with client,2024-12-30 11:00:00,2024-12-30 11:37:00,completed,Review progress with client,Home,Client Meeting,Kelly Donovan
1544,1,Break - Coffee break,2024-12-30 12:00:00,2024-12-30 12:30:00,completed,Coffee break,Cafe,Break,
1545,1,Admin - Respond to internal emails,2024-12-30 13:00:00,2024-12-30 13:37:00,to be rescheduled,Respond to internal emails,Cafe,Admin,
1547,1,Email & Communication - Reply to client emails,2024-12-30 14:00:00,2024-12-30 14:21:00,canceled,Reply to client emails,Google Meet,Email & Communication,
1549,1,Project Work - Fix reported bugs,2024-12-31 09:00:00,2024-12-31 10:55:00,to be rescheduled,Fix reported bugs,Zoom,Project Work,
1551,1,Break - Mindfulness time,2024-12-31 11:00:00,2024-12-31 11:26:00,completed,Mindfulness time,Google Meet,Break,
1552,1,Admin - Update invoices,2024-12-31 12:00:00,2024-12-31 12:26:00,to be rescheduled,Update invoices,Cafe,Admin,
1541,1,Admin - Submit weekly report,2024-12-31 13:00:00,2024-12-31 13:32:00,completed,Submit weekly report,Home,Admin,
1554,1,Email & Communication - Follow up on proposals,2024-12-31 13:00:00,2024-12-31 13:20:00,completed,Follow up on proposals,Office,Email & Communication,
1548,1,Email & Communication - Reply to client emails,2024-12-31 14:00:00,2024-12-31 14:21:00,completed,Reply to client emails,Google Meet,Email & Communication,
1550,1,Project Work - Fix reported bugs,2025-01-01 09:00:00,2025-01-01 10:55:00,completed,Fix reported bugs,Zoom,Project Work,
1555,1,Project Work - Write project documentation,2025-01-01 10:00:00,2025-01-01 11:54:00,completed,Write project documentation,Google Meet,Project Work,
1556,1,Break - Lunch break,2025-01-01 12:00:00,2025-01-01 12:16:00,completed,Lunch break,Google Meet,Break,
1557,1,Admin - Submit weekly report,2025-01-01 13:00:00,2025-01-01 13:30:00,to be rescheduled,Submit weekly report,Home,Admin,
1559,1,Project Work - Write project documentation,2025-01-02 10:00:00,2025-01-02 11:28:00,completed,Write project documentation,Home,Project Work,
1560,1,Client Meeting - Demo completed features,2025-01-02 12:00:00,2025-01-02 12:38:00,to be rescheduled,Demo completed features,Home,Client Meeting,Mike Allen
1562,1,Break - Mindfulness time,2025-01-02 13:00:00,2025-01-02 13:17:00,completed,Mindfulness time,Office,Break,
1546,1,Admin - Respond to internal emails,2025-01-02 13:00:00,2025-01-02 13:37:00,completed,Respond to internal emails,Cafe,Admin,
1563,1,Project Work - Fix reported bugs,2025-01-03 09:00:00,2025-01-03 10:27:00,to be rescheduled,Fix reported bugs,Office,Project Work,
1565,1,Client Meeting - Align on next steps,2025-01-03 11:00:00,2025-01-03 11:48:00,completed,Align on next steps,Office,Client Meeting,Michael Evans
1553,1,Admin - Update invoices,2025-01-03 12:00:00,2025-01-03 12:26:00,completed,Update invoices,Cafe,Admin,
1566,1,Email & Communication - Sort inbox,2025-01-03 12:00:00,2025-01-03 12:29:00,completed,Sort inbox,Home,Email & Communication,
1567,1,Project Work - Implement module features,2025-01-04 09:00:00,2025-01-04 10:27:00,completed,Implement module features,Office,Project Work,
1568,1,Client Meeting - Discuss contract terms,2025-01-04 11:00:00,2025-01-04 11:59:00,canceled,Discuss contract terms,Office,Client Meeting,Paul Jones
1561,1,Client Meeting - Demo completed features,2025-01-04 12:00:00,2025-01-04 12:38:00,completed,Demo completed features,Home,Client Meeting,Mike Allen
1570,1,Break - Take a short walk,2025-01-04 12:00:00,2025-01-04 12:20:00,upcoming,Take a short walk,Google Meet,Break,
1571,1,Admin - Update invoices,2025-01-04 13:00:00,2025-01-04 13:22:00,to be rescheduled,Update invoices,Google Meet,Admin,
1558,1,Admin - Submit weekly report,2025-01-04 13:00:00,2025-01-04 13:30:00,completed,Submit weekly report,Home,Admin,
1573,1,Email & Communication - Schedule meetings,2025-01-04 14:00:00,2025-01-04 14:22:00,completed,Schedule meetings,Zoom,Email & Communication,
1574,1,Project Work - Fix reported bugs,2025-01-05 08:00:00,2025-01-05 09:52:00,completed,Fix reported bugs,Google Meet,Project Work,
1564,1,Project Work - Fix reported bugs,2025-01-05 09:00:00,2025-01-05 10:27:00,completed,Fix reported bugs,Office,Project Work,
1575,1,Client Meeting - Discuss contract terms,2025-01-05 10:00:00,2025-01-05 10:37:00,completed,Discuss contract terms,Zoom,Client Meeting,Zachary Ferrell
1576,1,Break - Lunch break,2025-01-05 11:00:00,2025-01-05 11:24:00,completed,Lunch break,Google Meet,Break,
1569,1,Client Meeting - Discuss contract terms,2025-01-05 11:00:00,2025-01-05 11:59:00,completed,Discuss contract terms,Office,Client Meeting,Paul Jones
1577,1,Admin - Log expenses,2025-01-05 12:00:00,2025-01-05 12:38:00,completed,Log expenses,Home,Admin,
1578,1,Email & Communication - Sort inbox,2025-01-05 13:00:00,2025-01-05 13:21:00,completed,Sort inbox,Home,Email & Communication,
1572,1,Admin - Update invoices,2025-01-05 13:00:00,2025-01-05 13:22:00,completed,Update invoices,Google Meet,Admin,
1579,1,Project Work - Write project documentation,2025-01-06 10:00:00,2025-01-06 11:55:00,completed,Write project documentation,Google Meet,Project Work,
1580,1,Break - Mindfulness time,2025-01-06 12:00:00,2025-01-06 12:27:00,completed,Mindfulness time,Office,Break,
1581,1,Email & Communication - Follow up on proposals,2025-01-06 13:00:00,2025-01-06 13:17:00,completed,Follow up on proposals,Zoom,Email & Communication,
1582,1,Project Work - Implement module features,2025-01-07 10:00:00,2025-01-07 11:13:00,completed,Implement module features,Home,Project Work,
1583,1,Client Meeting - Review progress with client,2025-01-07 12:00:00,2025-01-07 12:31:00,to be rescheduled,Review progress with client,Home,Client Meeting,Daniel Baker
1585,1,Break - Coffee break,2025-01-07 13:00:00,2025-01-07 13:17:00,completed,Coffee break,Office,Break,
1586,1,Email & Communication - Sort inbox,2025-01-07 14:00:00,2025-01-07 14:28:00,completed,Sort inbox,Home,Email & Communication,
1587,1,Project Work - Implement module features,2025-01-08 08:00:00,2025-01-08 09:04:00,completed,Implement module features,Zoom,Project Work,
1588,1,Admin - Submit weekly report,2025-01-08 10:00:00,2025-01-08 10:29:00,completed,Submit weekly report,Home,Admin,
1584,1,Client Meeting - Review progress with client,2025-01-08 12:00:00,2025-01-08 12:31:00,completed,Review progress with client,Home,Client Meeting,Daniel Baker
1589,1,Project Work - Test new codebase,2025-01-09 08:00:00,2025-01-09 09:34:00,completed,Test new codebase,Zoom,Project Work,
1590,1,Client Meeting - Review progress with client,2025-01-09 10:00:00,2025-01-09 10:46:00,canceled,Review progress with client,Cafe,Client Meeting,Shirley Suarez
1592,1,Break - Mindfulness time,2025-01-09 11:00:00,2025-01-09 11:17:00,completed,Mindfulness time,Google Meet,Break,
1593,1,Admin - Update invoices,2025-01-09 12:00:00,2025-01-09 12:22:00,canceled,Update invoices,Home,Admin,
1595,1,Email & Communication - Sort inbox,2025-01-09 13:00:00,2025-01-09 13:20:00,completed,Sort inbox,Zoom,Email & Communication,
1596,1,Project Work - Test new codebase,2025-01-10 08:00:00,2025-01-10 09:22:00,completed,Test new codebase,Google Meet,Project Work,
1597,1,Client Meeting - Demo completed features,2025-01-10 10:00:00,2025-01-10 10:53:00,to be rescheduled,Demo completed features,Zoom,Client Meeting,Christopher Bass
1599,1,Admin - Update invoices,2025-01-10 11:00:00,2025-01-10 11:22:00,completed,Update invoices,Home,Admin,
1600,1,Email & Communication - Sort inbox,2025-01-10 12:00:00,2025-01-10 12:26:00,completed,Sort inbox,Office,Email & Communication,
1601,1,Project Work - Write project documentation,2025-01-11 08:00:00,2025-01-11 09:06:00,canceled,Write project documentation,Google Meet,Project Work,
1603,1,Client Meeting - Discuss contract terms,2025-01-11 10:00:00,2025-01-11 10:57:00,completed,Discuss contract terms,Home,Client Meeting,Lisa Archer
1591,1,Client Meeting - Review progress with client,2025-01-11 10:00:00,2025-01-11 10:46:00,completed,Review progress with client,Cafe,Client Meeting,Shirley Suarez
1604,1,Break - Coffee break,2025-01-11 11:00:00,2025-01-11 11:19:00,completed,Coffee break,Cafe,Break,
1602,1,Project Work - Write project documentation,2025-01-12 08:00:00,2025-01-12 09:06:00,completed,Write project documentation,Google Meet,Project Work,
1598,1,Client Meeting - Demo completed features,2025-01-12 10:00:00,2025-01-12 10:53:00,completed,Demo completed features,Zoom,Client Meeting,Christopher Bass
1605,1,Project Work - Test new codebase,2025-01-12 10:00:00,2025-01-12 11:20:00,completed,Test new codebase,Office,Project Work,
1594,1,Admin - Update invoices,2025-01-12 12:00:00,2025-01-12 12:22:00,completed,Update invoices,Home,Admin,
1606,1,Break - Coffee break,2025-01-12 12:00:00,2025-01-12 12:18:00,completed,Coffee break,Google Meet,Break,
1607,1,Admin - Submit weekly report,2025-01-12 13:00:00,2025-01-12 13:36:00,canceled,Submit weekly report,Zoom,Admin,
1609,1,Project Work - Test new codebase,2025-01-13 09:00:00,2025-01-13 10:35:00,completed,Test new codebase,Google Meet,Project Work,
1610,1,Client Meeting - Review progress with client,2025-01-13 11:00:00,2025-01-13 11:55:00,completed,Review progress with client,Home,Client Meeting,Aimee Montoya
1611,1,Break - Lunch break,2025-01-13 12:00:00,2025-01-13 12:30:00,completed,Lunch break,Cafe,Break,
1612,1,Email & Communication - Reply to client emails,2025-01-13 13:00:00,2025-01-13 13:15:00,canceled,Reply to client emails,Google Meet,Email & Communication,
1614,1,Project Work - Test new codebase,2025-01-14 10:00:00,2025-01-14 11:56:00,completed,Test new codebase,Zoom,Project Work,
1615,1,Break - Lunch break,2025-01-14 12:00:00,2025-01-14 12:24:00,completed,Lunch break,Home,Break,
1616,1,Admin - Log expenses,2025-01-14 13:00:00,2025-01-14 13:21:00,canceled,Log expenses,Office,Admin,
1608,1,Admin - Submit weekly report,2025-01-14 13:00:00,2025-01-14 13:36:00,completed,Submit weekly report,Zoom,Admin,
1618,1,Project Work - Write project documentation,2025-01-15 10:00:00,2025-01-15 11:57:00,completed,Write project documentation,Cafe,Project Work,
1619,1,Client Meeting - Align on next steps,2025-01-15 12:00:00,2025-01-15 12:34:00,completed,Align on next steps,Zoom,Client Meeting,Matthew Mcmillan
1620,1,Break - Lunch break,2025-01-15 13:00:00,2025-01-15 13:16:00,completed,Lunch break,Google Meet,Break,
1617,1,Admin - Log expenses,2025-01-15 13:00:00,2025-01-15 13:21:00,completed,Log expenses,Office,Admin,
1613,1,Email & Communication - Reply to client emails,2025-01-15 13:00:00,2025-01-15 13:15:00,completed,Reply to client emails,Google Meet,Email & Communication,
1621,1,Admin - Submit weekly report,2025-01-15 14:00:00,2025-01-15 14:30:00,canceled,Submit weekly report,Office,Admin,
1623,1,Email & Communication - Sort inbox,2025-01-15 15:00:00,2025-01-15 15:17:00,canceled,Sort inbox,Cafe,Email & Communication,
1625,1,Project Work - Write project documentation,2025-01-16 08:00:00,2025-01-16 09:29:00,completed,Write project documentation,Cafe,Project Work,
1626,1,Client Meeting - Demo completed features,2025-01-16 10:00:00,2025-01-16 10:54:00,completed,Demo completed features,Home,Client Meeting,Brian Rodriguez
1627,1,Break - Take a short walk,2025-01-16 11:00:00,2025-01-16 11:18:00,upcoming,Take a short walk,Cafe,Break,
1628,1,Admin - Log expenses,2025-01-16 12:00:00,2025-01-16 12:30:00,completed,Log expenses,Office,Admin,
1629,1,Email & Communication - Follow up on proposals,2025-01-16 13:00:00,2025-01-16 13:16:00,to be rescheduled,Follow up on proposals,Google Meet,Email & Communication,
1624,1,Email & Communication - Sort inbox,2025-01-16 15:00:00,2025-01-16 15:17:00,completed,Sort inbox,Cafe,Email & Communication,
1631,1,Project Work - Fix reported bugs,2025-01-17 09:00:00,2025-01-17 10:35:00,completed,Fix reported bugs,Zoom,Project Work,
